#TYPE System.Diagnostics.Process
"Name";"SI";"Handles";"VM";"WS";"PM";"NPM";"Path";"Company";"CPU";"FileVersion";"ProductVersion";"Description";"Product";"__NounName";"BasePriority";"ExitCode";"HasExited";"ExitTime";"Handle";"SafeHandle";"HandleCount";"Id";"MachineName";"MainWindowHandle";"MainWindowTitle";"MainModule";"MaxWorkingSet";"MinWorkingSet";"Modules";"NonpagedSystemMemorySize";"NonpagedSystemMemorySize64";"PagedMemorySize";"PagedMemorySize64";"PagedSystemMemorySize";"PagedSystemMemorySize64";"PeakPagedMemorySize";"PeakPagedMemorySize64";"PeakWorkingSet";"PeakWorkingSet64";"PeakVirtualMemorySize";"PeakVirtualMemorySize64";"PriorityBoostEnabled";"PriorityClass";"PrivateMemorySize";"PrivateMemorySize64";"PrivilegedProcessorTime";"ProcessName";"ProcessorAffinity";"Responding";"SessionId";"StartInfo";"StartTime";"SynchronizingObject";"Threads";"TotalProcessorTime";"UserProcessorTime";"VirtualMemorySize";"VirtualMemorySize64";"EnableRaisingEvents";"StandardInput";"StandardOutput";"StandardError";"WorkingSet";"WorkingSet64";"Site";"Container"
"msedge";"10";"366";"2208071680000";"45359104";"51052544";"20936";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"1,328125";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"784";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"366";"16444";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"20936";"20936";"51052544";"51052544";"450488";"450488";"67461120";"67461120";"93261824";"93261824";"309575680";"2212217733120";"True";"Idle";"51052544";"51052544";"00:00:00.1250000";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:41 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:01.3281250";"00:00:01.2031250";"458489856";"2208071680000";"False";;;;"45359104";"45359104";;
"msedge";"10";"492";"2203741265920";"41771008";"27734016";"31888";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"69,984375";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"3152";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"492";"16648";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"31888";"31888";"27734016";"27734016";"505536";"505536";"33931264";"33931264";"52424704";"52424704";"534847488";"2203853070336";"True";"Normal";"27734016";"27734016";"00:00:32.9218750";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:32 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:01:09.9843750";"00:00:37.0625000";"423043072";"2203741265920";"False";;;;"41771008";"41771008";;
"msedge";"10";"133";"2203449323520";"7905280";"1978368";"10736";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"0,21875";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"2700";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"133";"16752";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"10736";"10736";"1978368";"1978368";"151704";"151704";"2060288";"2060288";"8658944";"8658944";"156061696";"2203474284544";"True";"Normal";"1978368";"1978368";"00:00:00.1562500";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:32 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.2187500";"00:00:00.0625000";"131100672";"2203449323520";"False";;;;"7905280";"7905280";;
"msedge";"10";"339";"2208092446720";"50552832";"48893952";"23112";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"1,78125";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"4";;"False";;"1508";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"339";"17164";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"23112";"23112";"48893952";"48893952";"505896";"505896";"64299008";"64299008";"96522240";"96522240";"309051392";"2212217208832";"True";"Idle";"48893952";"48893952";"00:00:00.2500000";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:39 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:01.7812500";"00:00:01.5312500";"479256576";"2208092446720";"False";;;;"50552832";"50552832";;
"msedge";"10";"303";"2208109686784";"77942784";"58998784";"20936";"C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe";"Microsoft Corporation";"2,5";"80.0.361.54";"80.0.361.54";"Microsoft Edge";"Microsoft Edge";"Process";"8";;"False";;"2004";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"303";"17240";".";"0";"";"System.Diagnostics.ProcessModule (msedge.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"20936";"20936";"58998784";"58998784";"513648";"513648";"78090240";"78090240";"131756032";"131756032";"309051392";"2212217208832";"True";"Normal";"58998784";"58998784";"00:00:00.3125000";"msedge";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:39 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.5000000";"00:00:02.1875000";"496496640";"2208109686784";"False";;;;"77942784";"77942784";;
"MsMpEng";"0";"1077";"2204363014144";"180957184";"307421184";"83552";;;;;;;;"Process";"8";;;;;;"1077";"4704";".";"0";"";;;;;"83552";"83552";"307421184";"307421184";"656088";"656088";"1076101120";"1076101120";"733626368";"733626368";"1449766912";"2204767989760";;;"307421184";"307421184";;"MsMpEng";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"1044791296";"2204363014144";"False";;;;"180957184";"180957184";;
"NisSrv";"0";"203";"2203420708864";"9228288";"7696384";"11728";;;;;;;;"Process";"8";;;;;;"203";"7768";".";"0";"";;;;;"11728";"11728";"7696384";"7696384";"112368";"112368";"13709312";"13709312";"13746176";"13746176";"133533696";"2203451756544";;;"7696384";"7696384";;"NisSrv";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"102486016";"2203420708864";"False";;;;"9228288";"9228288";;
"OfficeClickToRun";"0";"713";"2203656613888";"53633024";"45846528";"28496";;;;;;;;"Process";"8";;;;;;"713";"17344";".";"0";"";;;;;"28496";"28496";"45846528";"45846528";"377096";"377096";"107356160";"107356160";"122482688";"122482688";"421896192";"2203740119040";;;"45846528";"45846528";;"OfficeClickToRun";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"338391040";"2203656613888";"False";;;;"53633024";"53633024";;
"powershell";"10";"644";"2204021440512";"124157952";"110800896";"31272";"C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe";"Microsoft Corporation";"7,71875";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Windows PowerShell";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3108";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"644";"4820";".";"0";"";"System.Diagnostics.ProcessModule (powershell.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"31272";"31272";"110800896";"110800896";"493624";"493624";"114688000";"114688000";"127373312";"127373312";"708419584";"2204026642432";"True";"Normal";"110800896";"110800896";"00:00:05.6562500";"powershell";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:11:36 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:07.7343750";"00:00:02.0781250";"703217664";"2204021440512";"False";;;;"124157952";"124157952";;
"powershell";"10";"841";"2204041097216";"246603776";"227213312";"39440";"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe";"Microsoft Corporation";"22,390625";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Windows PowerShell";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3368";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"841";"14752";".";"394042";"Windows PowerShell";"System.Diagnostics.ProcessModule (powershell.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"39440";"39440";"227213312";"227213312";"532152";"532152";"310308864";"310308864";"326795264";"326795264";"817008640";"2204135231488";"True";"Normal";"227213312";"227213312";"00:00:16.4531250";"powershell";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:14:20 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:22.3906250";"00:00:05.9375000";"722874368";"2204041097216";"False";;;;"246603776";"246603776";;
"Registry";"0";"0";"150319104";"54104064";"14708736";"15640";;;;;;;;"Process";"8";;;;;;"0";"120";".";"0";"";;;;;"15640";"15640";"14708736";"14708736";"297816";"297816";"131764224";"131764224";"329203712";"329203712";"460128256";"460128256";;;"14708736";"14708736";;"Registry";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"150319104";"150319104";"False";;;;"54104064";"54104064";;
"rundll32";"10";"121";"2203415543808";"8605696";"2379776";"9104";"C:\WINDOWS\system32\rundll32.exe";"Microsoft Corporation";"0,109375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Proceso host de Windows (Rundll32)";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3196";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"121";"9992";".";"0";"";"System.Diagnostics.ProcessModule (rundll32.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"9104";"9104";"2379776";"2379776";"120152";"120152";"3223552";"3223552";"9564160";"9564160";"99442688";"2203417665536";"True";"Normal";"2379776";"2379776";"00:00:00.0937500";"rundll32";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 12:21:23 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.1093750";"00:00:00.0156250";"97320960";"2203415543808";"False";;;;"8605696";"8605696";;
"RuntimeBroker";"10";"366";"2203512213504";"30105600";"8208384";"20664";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"2,453125";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3444";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"366";"2164";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"20664";"20664";"8208384";"8208384";"308912";"308912";"12009472";"12009472";"37339136";"37339136";"239939584";"2203558162432";"True";"Normal";"8208384";"8208384";"00:00:01.3750000";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:31:46 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.4531250";"00:00:01.0781250";"193990656";"2203512213504";"False";;;;"30105600";"30105600";;
"RuntimeBroker";"10";"224";"2203469250560";"20561920";"4538368";"14320";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0,34375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3476";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"224";"4320";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"14320";"14320";"4538368";"4538368";"227848";"227848";"5464064";"5464064";"25862144";"25862144";"165552128";"2203483774976";"True";"Normal";"4538368";"4538368";"00:00:00.1250000";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:11:06 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.3437500";"00:00:00.2187500";"151027712";"2203469250560";"False";;;;"20561920";"20561920";;
"RuntimeBroker";"10";"292";"2203489824768";"25436160";"5226496";"16496";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0,640625";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3092";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"292";"7956";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"16496";"16496";"5226496";"5226496";"265192";"265192";"7237632";"7237632";"30539776";"30539776";"187707392";"2203505930240";"True";"Normal";"5226496";"5226496";"00:00:00.3593750";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:25 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.6406250";"00:00:00.2812500";"171601920";"2203489824768";"False";;;;"25436160";"25436160";;
"RuntimeBroker";"10";"160";"2203413848064";"8765440";"1953792";"9424";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0,109375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3212";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"160";"10300";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"9424";"9424";"1953792";"1953792";"118984";"118984";"2564096";"2564096";"9592832";"9592832";"101126144";"2203419348992";"True";"Normal";"1953792";"1953792";"00:00:00.0625000";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:04:59 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.1093750";"00:00:00.0468750";"95625216";"2203413848064";"False";;;;"8765440";"8765440";;
"RuntimeBroker";"10";"942";"2203664531456";"60018688";"19066880";"38016";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"590,34375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3504";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"942";"10684";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"38016";"38016";"19066880";"19066880";"527232";"527232";"44806144";"44806144";"73371648";"73371648";"406597632";"2203724820480";"True";"Normal";"19066880";"19066880";"00:05:32.8750000";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:08:58 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:09:50.3437500";"00:04:17.4687500";"346308608";"2203664531456";"False";;;;"60018688";"60018688";;
"RuntimeBroker";"10";"271";"2203450212352";"13664256";"3502080";"13776";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0,25";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"1556";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"271";"11004";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"13776";"13776";"3502080";"3502080";"177832";"177832";"6197248";"6197248";"22003712";"22003712";"167116800";"2203485339648";"True";"Normal";"3502080";"3502080";"00:00:00.1562500";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 12:35:39 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.2500000";"00:00:00.0937500";"131989504";"2203450212352";"False";;;;"13664256";"13664256";;
"RuntimeBroker";"10";"322";"2203475206144";"25477120";"6696960";"18592";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"2,21875";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3344";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"322";"11456";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"18592";"18592";"6696960";"6696960";"235272";"235272";"9740288";"9740288";"35078144";"35078144";"427163648";"2203745386496";"True";"Normal";"6696960";"6696960";"00:00:00.9531250";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:21 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.2187500";"00:00:01.2656250";"156983296";"2203475206144";"False";;;;"25477120";"25477120";;
"RuntimeBroker";"10";"705";"2203588956160";"47042560";"14573568";"31568";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"3,734375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3356";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"705";"13032";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"31568";"31568";"14573568";"14573568";"442576";"442576";"17285120";"17285120";"50860032";"50860032";"283750400";"2203601973248";"True";"Normal";"14573568";"14573568";"00:00:01.4843750";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:22 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:03.7343750";"00:00:02.2500000";"270733312";"2203588956160";"False";;;;"47042560";"47042560";;
"RuntimeBroker";"10";"139";"2203414593536";"8536064";"2117632";"8968";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0,109375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"2560";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"139";"13972";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"8968";"8968";"2117632";"2117632";"119944";"119944";"2764800";"2764800";"13324288";"13324288";"111124480";"2203429347328";"True";"Normal";"2117632";"2117632";"00:00:00.0625000";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:26 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.1093750";"00:00:00.0468750";"96370688";"2203414593536";"False";;;;"8536064";"8536064";;
"RuntimeBroker";"10";"285";"2203459878912";"20459520";"3334144";"14936";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"0,0625";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"2564";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"285";"15424";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"14936";"14936";"3334144";"3334144";"213976";"213976";"3403776";"3403776";"20488192";"20488192";"142188544";"2203460411392";"True";"Normal";"3334144";"3334144";"00:00:00.0312500";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 2:19:39 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0625000";"00:00:00.0312500";"141656064";"2203459878912";"False";;;;"20459520";"20459520";;
"RuntimeBroker";"10";"345";"2203477094400";"24649728";"6365184";"19304";"C:\Windows\System32\RuntimeBroker.exe";"Microsoft Corporation";"5,734375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Runtime Broker";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3508";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"345";"16052";".";"0";"";"System.Diagnostics.ProcessModule (RuntimeBroker.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"19304";"19304";"6365184";"6365184";"239328";"239328";"10305536";"10305536";"30617600";"30617600";"199106560";"2203517329408";"True";"Normal";"6365184";"6365184";"00:00:02.9843750";"RuntimeBroker";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:31 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:05.7343750";"00:00:02.7500000";"158871552";"2203477094400";"False";;;;"24649728";"24649728";;
"SearchIndexer";"0";"793";"2203664166912";"62906368";"59293696";"75704";;;;;;;;"Process";"8";;;;;;"793";"16488";".";"0";"";;;;;"75704";"75704";"59293696";"59293696";"292168";"292168";"117534720";"117534720";"118231040";"118231040";"399151104";"2203717373952";;;"59293696";"59293696";;"SearchIndexer";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"345944064";"2203664166912";"False";;;;"62906368";"62906368";;
"SearchUI";"10";"1450";"2238702125056";"85331968";"114110464";"91808";"C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe";"Microsoft Corporation";"10,1875";"10.0.18362.418 (WinBuild.160101.0800)";"10.0.18362.418";"Search and Cortana application";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3536";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"1450";"5248";".";"0";"";"System.Diagnostics.ProcessModule (SearchUI.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"91808";"91808";"114110464";"114110464";"975328";"975328";"128000000";"128000000";"193302528";"193302528";"1062825984";"2238740787200";"True";"Normal";"114110464";"114110464";"00:00:02.7031250";"SearchUI";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:22 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:10.1875000";"00:00:07.4843750";"1024163840";"2238702125056";"False";;;;"85331968";"85331968";;
"SecurityHealthService";"0";"732";"2203434430464";"13942784";"5980160";"17728";;;;;;;;"Process";"8";;;;;;"732";"6408";".";"0";"";;;;;"17728";"17728";"5980160";"5980160";"156256";"156256";"6832128";"6832128";"15319040";"15319040";"127217664";"2203445440512";;;"5980160";"5980160";;"SecurityHealthService";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"116207616";"2203434430464";"False";;;;"13942784";"13942784";;
"SecurityHealthSystray";"10";"151";"2203427504128";"8638464";"1806336";"9512";"C:\Windows\System32\SecurityHealthSystray.exe";"Microsoft Corporation";"0,140625";"10.0.18362.628 (WinBuild.160101.0800)";"10.0.18362.628";"Windows Security notification icon";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3576";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"151";"3812";".";"0";"";"System.Diagnostics.ProcessModule (SecurityHealthSystray.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"9512";"9512";"1806336";"1806336";"148216";"148216";"1966080";"1966080";"8990720";"8990720";"112435200";"2203430658048";"True";"Normal";"1806336";"1806336";"00:00:00.0781250";"SecurityHealthSystray";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:34 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.1406250";"00:00:00.0625000";"109281280";"2203427504128";"False";;;;"8638464";"8638464";;
"services";"0";"724";"2203384729600";"9068544";"5812224";"8736";;;;;;;;"Process";"9";;;;;;"724";"832";".";"0";"";;;;;"8736";"8736";"5812224";"5812224";"171216";"171216";"7286784";"7286784";"11378688";"11378688";"87277568";"2203405500416";;;"5812224";"5812224";;"services";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"66506752";"2203384729600";"False";;;;"9068544";"9068544";;
"SettingSyncHost";"10";"492";"2203482058752";"9666560";"8192000";"21248";"C:\WINDOWS\system32\SettingSyncHost.exe";"Microsoft Corporation";"6,890625";"10.0.18362.239 (WinBuild.160101.0800)";"10.0.18362.239";"Host Process for Setting Synchronization";"Microsoft? Windows? Operating System";"Process";"6";;"False";;"3588";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"492";"8268";".";"0";"";"System.Diagnostics.ProcessModule (SettingSyncHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"21248";"21248";"8192000";"8192000";"254472";"254472";"12419072";"12419072";"38146048";"38146048";"272932864";"2203591155712";"True";"BelowNormal";"8192000";"8192000";"00:00:04.2187500";"SettingSyncHost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:21 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:06.8906250";"00:00:02.6718750";"163835904";"2203482058752";"False";;;;"9666560";"9666560";;
"SgrmBroker";"0";"89";"2203376218112";"5582848";"3887104";"6448";;;;;;;;"Process";"8";;;;;;"89";"12468";".";"0";"";;;;;"6448";"6448";"3887104";"3887104";"34080";"34080";"4722688";"4722688";"7057408";"7057408";"60096512";"2203378319360";;;"3887104";"3887104";;"SgrmBroker";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"57995264";"2203376218112";"False";;;;"5582848";"5582848";;
"ShellExperienceHost";"10";"564";"2203693101056";"43458560";"14282752";"29800";"C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe";"Microsoft Corporation";"0,5625";"10.0.18362.387 (WinBuild.160101.0800)";"10.0.18362.387";"Windows Shell Experience Host";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3584";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"564";"10576";".";"0";"";"System.Diagnostics.ProcessModule (ShellExperienceHost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"29800";"29800";"14282752";"14282752";"497928";"497928";"20037632";"20037632";"56856576";"56856576";"381050880";"2203699273728";"True";"Normal";"14282752";"14282752";"00:00:00.2343750";"ShellExperienceHost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 12:35:39 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.5625000";"00:00:00.3281250";"374878208";"2203693101056";"False";;;;"43458560";"43458560";;
"sihost";"10";"962";"2203516866560";"39596032";"13000704";"25880";"C:\WINDOWS\system32\sihost.exe";"Microsoft Corporation";"20,9375";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Shell Infrastructure Host";"Microsoft? Windows? Operating System";"Process";"8";;"False";;"3648";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"962";"8388";".";"0";"";"System.Diagnostics.ProcessModule (sihost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"25880";"25880";"13000704";"13000704";"318216";"318216";"13127680";"13127680";"40325120";"40325120";"209092608";"2203527315456";"True";"Normal";"13000704";"13000704";"00:00:12.6406250";"sihost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:19 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:20.9375000";"00:00:08.2968750";"198643712";"2203516866560";"False";;;;"39596032";"39596032";;
